cowid,parity,calving_date,enrolled,GovID,calendardate,animalid,lyingtime,standingtime,rumination,notruminating,inactivity,activity,highactivity,lie_stand,ruminate_nonruminat,active_nonactive,expday
791,2,05/06/2022,1,UK344097507511,02/06/2022,UK344097507511,13.016666667,10.983333333,8.6333333333,15.366666667,5.2833333333,17.966666667,0.75,24,24,23.25,-3
822,2,01/07/2022,1,UK344097707695,28/06/2022,UK344097707695,14.35,9.65,10.166666667,13.833333333,5.0166666667,13.983333333,5.0166666667,24,24,19,-3
871,1,09/06/2022,1,UK344097408175,06/06/2022,UK344097408175,15.366666667,8.6333333333,11.1,12.9,7.3666666667,15.766666667,0.85,24,24,23.133333333,-3
882,1,28/06/2022,1,UK344097508218,25/06/2022,UK344097508218,12.116666667,11.883333333,9.4333333333,14.566666667,5.0666666667,13.566666667,5.3666666667,24,24,18.633333333,-3
898,2,06/07/2022,1,UK344097707646,03/07/2022,UK344097707646,11.983333333,12.016666667,10.566666667,13.433333333,4.7666666667,18.466666667,0.7666666667,24,24,23.233333333,-3
913,1,01/06/2022,1,UK344097408168,29/05/2022,UK344097408168,12.35,11.65,11.1,12.9,4.7666666667,14.283333333,4.95,24,24,19.05,-3
919,2,24/05/2022,1,UK344097307656,21/05/2022,UK344097307656,13.583333333,10.416666667,8.9666666667,15.033333333,6.3666666667,12.716666667,4.9,24,24,19.083333333,-3
931,2,12/06/2022,1,UK344097107542,09/06/2022,UK344097107542,16.383333333,7.6166666667,9.6833333333,14.316666667,7.65,16.166666667,0.1833333333,24,24,23.816666667,-3
957,1,10/06/2022,1,UK344097208285,07/06/2022,UK344097208285,13.4,10.6,10.266666667,13.733333333,6.35,14.633333333,3.0333333333,24,24,20.983333333,-3
969,3,05/06/2022,1,UK344097306746,02/06/2022,UK344097306746,11.183333333,12.816666667,8.3833333333,15.616666667,5.6333333333,15.366666667,3,24,24,21,-3
977,2,13/06/2022,1,UK344097607491,10/06/2022,UK344097607491,8.9,15.1,8.3166666667,15.683333333,5.0666666667,15.033333333,3.9,24,24,20.1,-3
990,3,15/06/2022,1,UK344097406705,12/06/2022,UK344097406705,14.583333333,9.4166666667,10.4,13.6,7.75,15.316666667,0.9333333333,24,24,23.066666667,-3
1622,3,08/07/2022,1,UK344097106877,05/07/2022,UK344097106877,14.266666667,9.7333333333,10.283333333,13.716666667,6.6666666667,16.983333333,0.35,24,24,23.65,-3
7194,2,27/05/2022,1,UK344097307194,24/05/2022,UK344097307194,13.016666667,10.983333333,9.1,14.9,7.5333333333,15.883333333,0.5833333333,24,24,23.416666667,-3
8262,4,03/07/2022,1,DE001267448262,30/06/2022,DE001267448262,7.2,16.8,6.3,17.7,5.4166666667,18.116666667,0.4666666667,24,24,23.533333333,-3
8266,4,26/05/2022,1,DE001267448266,23/05/2022,DE001267448266,13.466666667,10.533333333,10.133333333,13.866666667,4.2166666667,13.95,5.8333333333,24,24,18.166666667,-3
8277,1,27/05/2022,1,UK344097108277,24/05/2022,UK344097108277,14.15,9.85,8.8166666667,15.183333333,5.75,15.716666667,2.5333333333,24,24,21.466666667,-3
8524,1,08/07/2022,1,UK344097308524,05/07/2022,UK344097308524,11.916666667,12.083333333,11.5,12.5,4.5,19.166666667,0.3333333333,24,24,23.666666667,-3
11,4,04/07/2022,1,UK344097506083,02/07/2022,UK344097506083,12.45,11.55,8.2333333333,15.766666667,6.5333333333,12.116666667,5.35,24,24,18.65,-2
40,2,04/07/2022,1,UK344097407685,02/07/2022,UK344097407685,14.7,9.3,10.416666667,13.583333333,4.8333333333,17.566666667,1.6,24,24,22.4,-2
50,2,04/06/2022,1,UK344097307516,02/06/2022,UK344097307516,8.7166666667,15.283333333,7.0666666667,16.933333333,6.2166666667,14.216666667,3.5666666667,24,24,20.433333333,-2
64,4,29/05/2022,1,UK344097206052,27/05/2022,UK344097206052,9.8166666667,14.183333333,9.95,14.05,4.8666666667,12.583333333,6.55,24,24,17.45,-2
70,2,23/05/2022,1,UK344097207641,21/05/2022,UK344097207641,13.55,10.45,9.5,14.5,4.9666666667,12.916666667,6.1333333333,24,24,17.883333333,-2
81,4,24/06/2022,1,UK344097205940,22/06/2022,UK344097205940,15.3,8.7,6.9333333333,17.066666667,10.4,12.033333333,1.5666666667,24,24,22.433333333,-2
88,1,15/06/2022,1,UK344097608471,13/06/2022,UK344097608471,14.45,9.55,9.4666666667,14.533333333,7.0333333333,16.3,0.6666666667,24,24,23.333333333,-2
92,3,06/07/2022,1,UK344097607092,04/07/2022,UK344097607092,12.333333333,11.666666667,7.1666666667,16.833333333,7.4,15.3,1.3,24,24,22.7,-2
93,1,20/05/2022,1,UK344097708451,18/05/2022,UK344097708451,13.733333333,9.2666666667,10.766666667,12.233333333,4.8,15.7,2.5166666667,23,23,20.5,-2
111,1,05/06/2022,1,UK344097608485,03/06/2022,UK344097608485,10.6,13.4,8.7666666667,15.233333333,5.8166666667,16.05,2.1333333333,24,24,21.866666667,-2
129,1,23/06/2022,1,UK344097108354,21/06/2022,UK344097108354,12,12,8.5833333333,15.416666667,6.5166666667,16.683333333,0.8,24,24,23.2,-2
131,1,10/06/2022,1,UK344097408315,08/06/2022,UK344097408315,8.9833333333,15.016666667,10.266666667,13.733333333,4.6833333333,16.783333333,2.5333333333,24,24,21.466666667,-2
136,1,19/06/2022,1,UK344097708248,17/06/2022,UK344097708248,11.933333333,12.066666667,9.7833333333,14.216666667,6.4166666667,16.516666667,1.0666666667,24,24,22.933333333,-2
144,1,14/06/2022,1,UK344097508344,12/06/2022,UK344097508344,11.9,12.1,9.8666666667,14.133333333,5.2833333333,14.066666667,4.65,24,24,19.35,-2
153,2,03/07/2022,1,UK344097307803,01/07/2022,UK344097307803,14.666666667,9.3333333333,9.1166666667,14.883333333,6.1,16.166666667,1.75,24,24,22.266666667,-2
154,6,20/06/2022,1,UK344097604558,18/06/2022,UK344097604558,14.05,9.95,9.4666666667,14.533333333,6.2333333333,16.25,1.5166666667,24,24,22.483333333,-2
180,1,01/06/2022,1,UK344097408455,30/05/2022,UK344097408455,14.466666667,9.5333333333,11.683333333,12.316666667,4.9666666667,15.466666667,3.5666666667,24,24,20.433333333,-2
182,1,22/06/2022,1,UK344097308538,20/06/2022,UK344097308538,10.683333333,13.316666667,9.4,14.6,6.0166666667,17.3,0.6833333333,24,24,23.316666667,-2
201,1,20/06/2022,1,UK344097408511,18/06/2022,UK344097408511,14.95,9.05,10.683333333,13.316666667,7.25,14.366666667,2.3833333333,24,24,21.616666667,-2
202,4,16/06/2022,1,UK344097505775,14/06/2022,UK344097505775,12.85,11.15,8.25,15.75,8.7,15.066666667,0.2333333333,24,24,23.766666667,-2
243,1,24/05/2022,1,UK344097408287,22/05/2022,UK344097408287,12.8,11.2,10.083333333,13.916666667,5.25,11.7,7.05,24,24,16.95,-2
268,2,28/05/2022,1,UK344097207200,26/05/2022,UK344097207200,13.1,10.9,8.2333333333,15.766666667,6.0833333333,15.683333333,2.2333333333,24,24,21.766666667,-2
270,1,06/06/2022,1,UK344097508295,04/06/2022,UK344097508295,12.4,11.6,10.966666667,13.033333333,4.5666666667,18.083333333,1.35,24,24,22.65,-2
295,5,24/06/2022,1,UK344097105169,22/06/2022,UK344097105169,11.166666667,12.833333333,12.766666667,11.233333333,5.0333333333,18.533333333,0.4333333333,24,24,23.566666667,-2
331,3,01/06/2022,1,UK344097606665,30/05/2022,UK344097606665,12.966666667,11.033333333,10.083333333,13.916666667,5.2166666667,15.25,3.5333333333,24,24,20.466666667,-2
333,2,27/06/2022,1,UK344097307558,25/06/2022,UK344097307558,7.8833333333,16.116666667,10.866666667,13.133333333,4.8,18.55,0.65,24,24,23.35,-2
359,3,30/05/2022,1,UK344097106639,28/05/2022,UK344097106639,10.233333333,13.766666667,8.4666666667,15.533333333,5.2333333333,17.633333333,1.1333333333,24,24,22.866666667,-2
423,3,24/06/2022,1,UK344097706666,22/06/2022,UK344097706666,12.916666667,11.083333333,8.35,15.65,7.3,13.916666667,2.7666666667,24,24,21.216666667,-2
440,1,01/07/2022,1,UK344097508484,29/06/2022,UK344097508484,13.333333333,10.666666667,9.1833333333,14.816666667,6.8333333333,16.65,0.5166666667,24,24,23.483333333,-2
443,1,26/05/2022,1,UK344097708129,24/05/2022,UK344097708129,14.016666667,9.9833333333,10.183333333,13.816666667,5.5666666667,16.05,2.3833333333,24,24,21.616666667,-2
447,4,11/06/2022,1,UK344097605461,09/06/2022,UK344097605461,13.933333333,10.066666667,9.7333333333,14.266666667,5.85,15.583333333,2.5666666667,24,24,21.433333333,-2
450,1,10/06/2022,1,UK344097308517,08/06/2022,UK344097308517,14.116666667,9.8833333333,10.9,13.1,4.7833333333,16.283333333,2.9333333333,24,24,21.066666667,-2
459,3,15/06/2022,1,UK344097706918,13/06/2022,UK344097706918,9.9333333333,14.066666667,8.1833333333,15.816666667,4.6666666667,14.333333333,5,24,24,19,-2
462,1,26/05/2022,1,UK344097508470,24/05/2022,UK344097508470,14.933333333,9.0666666667,7.2833333333,16.716666667,9.2666666667,12.416666667,2.3166666667,24,24,21.683333333,-2
463,1,04/06/2022,1,UK344097608191,02/06/2022,UK344097608191,14.25,9.75,8.3333333333,15.666666667,6.7833333333,14.1,3.1166666667,24,24,20.883333333,-2
501,2,02/06/2022,1,UK344097407314,31/05/2022,UK344097407314,8.5666666667,15.433333333,9.0666666667,14.933333333,5.6,16.7,1.7,24,24,22.3,-2
502,1,23/05/2022,1,UK344097308314,21/05/2022,UK344097308314,13.333333333,10.666666667,8.3666666667,15.633333333,6.9833333333,14.166666667,2.85,24,24,21.15,-2
514,2,28/05/2022,1,UK344097207382,26/05/2022,UK344097207382,11.733333333,12.266666667,7.2333333333,16.766666667,6.6666666667,11.783333333,5.55,24,24,18.45,-2
524,1,23/05/2022,1,UK344097508288,21/05/2022,UK344097508288,12.316666667,11.683333333,9.5833333333,14.416666667,4.2333333333,17.133333333,2.6333333333,24,24,21.366666667,-2
527,1,27/05/2022,1,UK344097608464,25/05/2022,UK344097608464,13.8,10.2,8.9,15.1,6.7666666667,13.45,3.8,24,24,20.216666667,-2
532,1,23/05/2022,1,UK344097408483,21/05/2022,UK344097408483,13.866666667,10.133333333,10.533333333,13.466666667,5.75,14.916666667,3.3333333333,24,24,20.666666667,-2
542,8,24/06/2022,1,UK344097403338,22/06/2022,UK344097403338,13.983333333,10.016666667,8.0833333333,15.916666667,8.65,13.516666667,1.85,24,24,22.166666667,-2
561,1,30/06/2022,1,UK344097108340,28/06/2022,UK344097108340,12.016666667,11.983333333,10.516666667,13.483333333,5.3333333333,17.783333333,0.8833333333,24,24,23.116666667,-2
570,1,27/05/2022,1,UK344097508302,25/05/2022,UK344097508302,14.75,9.25,12.016666667,11.983333333,5.4666666667,17.883333333,0.65,24,24,23.35,-2
575,1,10/06/2022,1,UK344097108361,08/06/2022,UK344097108361,11.333333333,12.666666667,10.216666667,13.783333333,4.2333333333,17.916666667,1.85,24,24,22.15,-2
590,2,16/06/2022,1,UK344097707296,14/06/2022,UK344097707296,11.133333333,12.866666667,9.5333333333,14.466666667,4.7833333333,18.516666667,0.7,24,24,23.3,-2
593,3,23/06/2022,1,UK344097406985,21/06/2022,UK344097406985,9.2666666667,14.733333333,6.8166666667,17.183333333,6.4666666667,16.916666667,0.6166666667,24,24,23.383333333,-2
610,1,05/06/2022,1,UK344097707912,03/06/2022,UK344097707912,7.2,16.8,8.8833333333,15.116666667,5.9,15.55,2.55,24,24,21.45,-2
613,4,02/06/2022,1,UK344097406047,31/05/2022,UK344097406047,10.783333333,13.216666667,11.433333333,12.566666667,5.4666666667,18.15,0.3833333333,24,24,23.616666667,-2
654,5,30/06/2022,1,DE001265359399,28/06/2022,DE001265359399,15.583333333,8.4166666667,6.4833333333,17.516666667,8.8166666667,13,2.1833333333,24,24,21.816666667,-2
690,3,09/06/2022,1,UK344097106436,07/06/2022,UK344097106436,7.5166666667,16.483333333,7.9,16.1,3.65,18.483333333,1.8666666667,24,24,22.133333333,-2
704,2,03/06/2022,1,UK344097107374,01/06/2022,UK344097107374,7.7,16.3,10.533333333,13.466666667,4.6333333333,13.283333333,6.0833333333,24,24,17.916666667,-2
730,3,02/06/2022,1,UK344097306858,31/05/2022,UK344097306858,17.35,6.65,9.6166666667,14.383333333,8.9666666667,14.85,0.1833333333,24,24,23.816666667,-2
758,4,27/06/2022,1,UK344097405669,25/06/2022,UK344097405669,13.066666667,10.933333333,8.55,15.45,8.3333333333,15.516666667,0.15,24,24,23.85,-2
776,2,07/06/2022,1,UK344097607687,05/06/2022,UK344097607687,12.85,11.15,9.5333333333,14.466666667,5.4333333333,17.95,0.6166666667,24,24,23.383333333,-2
791,2,05/06/2022,1,UK344097507511,03/06/2022,UK344097507511,13.716666667,10.283333333,9.3833333333,14.616666667,5.5166666667,17.85,0.6333333333,24,24,23.366666667,-2
822,2,01/07/2022,1,UK344097707695,29/06/2022,UK344097707695,13.5,10.5,10.316666667,13.683333333,4.4666666667,14.383333333,5.15,24,24,18.85,-2
871,1,09/06/2022,1,UK344097408175,07/06/2022,UK344097408175,14.216666667,9.7833333333,10.616666667,13.383333333,5.7666666667,16.283333333,1.95,24,24,22.05,-2
882,1,28/06/2022,1,UK344097508218,26/06/2022,UK344097508218,11.516666667,12.483333333,10.033333333,13.966666667,4.5166666667,15.116666667,4.3666666667,24,24,19.633333333,-2
898,2,06/07/2022,1,UK344097707646,04/07/2022,UK344097707646,12.166666667,11.833333333,10.833333333,13.166666667,5.8833333333,16.75,1.3833333333,24,24,22.633333333,-2
913,1,01/06/2022,1,UK344097408168,30/05/2022,UK344097408168,12.95,11.05,9.8,14.2,6.3166666667,12.9,4.7833333333,24,24,19.216666667,-2
919,2,24/05/2022,1,UK344097307656,22/05/2022,UK344097307656,13.3,10.7,9.2166666667,14.783333333,6.3166666667,12.466666667,5.2,24,24,18.783333333,-2
931,2,12/06/2022,1,UK344097107542,10/06/2022,UK344097107542,13.366666667,10.633333333,9.8,14.2,6.2166666667,17.35,0.4333333333,24,24,23.566666667,-2
957,1,10/06/2022,1,UK344097208285,08/06/2022,UK344097208285,14.083333333,9.9166666667,10.3,13.7,7.3666666667,15.383333333,1.25,24,24,22.75,-2
969,3,05/06/2022,1,UK344097306746,03/06/2022,UK344097306746,11.75,12.25,8.4333333333,15.566666667,6.2666666667,15.1,2.6333333333,24,24,21.366666667,-2
977,2,13/06/2022,1,UK344097607491,11/06/2022,UK344097607491,9.7833333333,14.216666667,8.8,15.2,6.3,13.2,4.5,24,24,19.5,-2
990,3,15/06/2022,1,UK344097406705,13/06/2022,UK344097406705,12.233333333,11.766666667,9.7166666667,14.283333333,7.6166666667,15.35,1.0333333333,24,24,22.966666667,-2
1622,3,08/07/2022,1,UK344097106877,06/07/2022,UK344097106877,14,10,11.45,12.55,5.4333333333,18.25,0.3166666667,24,24,23.683333333,-2
7194,2,27/05/2022,1,UK344097307194,25/05/2022,UK344097307194,13.3,10.7,8.2166666667,15.783333333,7.0333333333,16.133333333,0.85,24,24,23.166666667,-2
8262,4,03/07/2022,1,DE001267448262,01/07/2022,DE001267448262,9.55,14.45,7.1,16.9,6.7,16.75,0.55,24,24,23.45,-2
8266,4,26/05/2022,1,DE001267448266,24/05/2022,DE001267448266,14.216666667,9.7833333333,9.8,14.2,5.0166666667,12.8,6.1833333333,24,24,17.816666667,-2
8277,1,27/05/2022,1,UK344097108277,25/05/2022,UK344097108277,15.033333333,8.9666666667,9.1666666667,14.833333333,6.4333333333,15.983333333,1.5833333333,24,24,22.416666667,-2
8524,1,08/07/2022,1,UK344097308524,06/07/2022,UK344097308524,12.3,11.7,10.366666667,13.633333333,5.9333333333,17.783333333,0.2833333333,24,24,23.716666667,-2
11,4,04/07/2022,1,UK344097506083,03/07/2022,UK344097506083,10.033333333,13.966666667,6.2166666667,17.783333333,5.55,14.15,4.3,24,24,19.7,-1
40,2,04/07/2022,1,UK344097407685,03/07/2022,UK344097407685,14.966666667,9.0333333333,11.15,12.85,5.6,16.266666667,2.1333333333,24,24,21.866666667,-1
50,2,04/06/2022,1,UK344097307516,03/06/2022,UK344097307516,7.1,16.9,6.1333333333,17.866666667,5.1166666667,14.666666667,4.2166666667,24,24,19.783333333,-1
64,4,29/05/2022,1,UK344097206052,28/05/2022,UK344097206052,11.05,12.95,8.8666666667,15.133333333,5.0333333333,12.4,6.5666666667,24,24,17.433333333,-1
70,2,23/05/2022,1,UK344097207641,22/05/2022,UK344097207641,11.25,12.75,9.8666666667,14.133333333,4.4,15.05,4.55,24,24,19.45,-1
81,4,24/06/2022,1,UK344097205940,23/06/2022,UK344097205940,16.566666667,7.4333333333,5.2166666667,18.783333333,12.566666667,10.3,1.1333333333,24,24,22.866666667,-1
88,1,15/06/2022,1,UK344097608471,14/06/2022,UK344097608471,14.7,9.3,11.466666667,12.533333333,5.5833333333,18.35,0.0666666667,24,24,23.933333333,-1
92,3,06/07/2022,1,UK344097607092,05/07/2022,UK344097607092,11.35,12.65,8.0833333333,15.916666667,7.1666666667,15.1,1.7333333333,24,24,22.266666667,-1
93,1,20/05/2022,1,UK344097708451,19/05/2022,UK344097708451,11.783333333,12.216666667,10.083333333,13.916666667,4.3333333333,16.483333333,3.1833333333,24,24,20.816666667,-1
111,1,05/06/2022,1,UK344097608485,04/06/2022,UK344097608485,12.4,11.6,10.766666667,13.233333333,4.4166666667,18.25,1.3333333333,24,24,22.666666667,-1
129,1,23/06/2022,1,UK344097108354,22/06/2022,UK344097108354,9.3333333333,14.666666667,7.8166666667,16.183333333,5.0833333333,16.433333333,2.4833333333,24,24,21.516666667,-1
131,1,10/06/2022,1,UK344097408315,09/06/2022,UK344097408315,5.8666666667,18.133333333,10.05,13.95,3.7,19.7,0.6,24,24,23.4,-1
136,1,19/06/2022,1,UK344097708248,18/06/2022,UK344097708248,10.083333333,13.916666667,10.033333333,13.966666667,5.05,17.316666667,1.6333333333,24,24,22.366666667,-1
144,1,14/06/2022,1,UK344097508344,13/06/2022,UK344097508344,12.866666667,11.133333333,10.4,13.6,4.9333333333,14.633333333,4.4333333333,24,24,19.566666667,-1
153,2,03/07/2022,1,UK344097307803,02/07/2022,UK344097307803,13.566666667,10.433333333,10.466666667,13.533333333,5.0666666667,17.316666667,1.6166666667,24,24,22.383333333,-1
154,6,20/06/2022,1,UK344097604558,19/06/2022,UK344097604558,13.716666667,10.283333333,9.4833333333,14.516666667,6.1666666667,16,1.8333333333,24,24,22.166666667,-1
180,1,01/06/2022,1,UK344097408455,31/05/2022,UK344097408455,14.433333333,9.5666666667,10.883333333,13.116666667,5.6666666667,14.916666667,3.4166666667,24,24,20.583333333,-1
182,1,22/06/2022,1,UK344097308538,21/06/2022,UK344097308538,7.7166666667,16.283333333,8.0166666667,15.983333333,3.6666666667,18.983333333,1.35,24,24,22.65,-1
201,1,20/06/2022,1,UK344097408511,19/06/2022,UK344097408511,15.283333333,8.7166666667,10.066666667,13.933333333,8.6166666667,13.25,2.1333333333,24,24,21.866666667,-1
202,4,16/06/2022,1,UK344097505775,15/06/2022,UK344097505775,6.5166666667,17.483333333,7.4,16.6,3.2333333333,19.45,1.3166666667,24,24,22.683333333,-1
243,1,24/05/2022,1,UK344097408287,23/05/2022,UK344097408287,11.116666667,12.883333333,9.2166666667,14.783333333,4.7,13.05,6.25,24,24,17.75,-1
268,2,28/05/2022,1,UK344097207200,27/05/2022,UK344097207200,11.133333333,12.866666667,9.2166666667,14.783333333,4.0666666667,18.15,1.7833333333,24,24,22.216666667,-1
270,1,06/06/2022,1,UK344097508295,05/06/2022,UK344097508295,14.383333333,9.6166666667,11.216666667,12.783333333,5.2333333333,18.5,0.2666666667,24,24,23.733333333,-1
295,5,24/06/2022,1,UK344097105169,23/06/2022,UK344097105169,9.3833333333,14.616666667,8.2,15.8,4.9,18.55,0.5333333333,24,24,23.45,-1
331,3,01/06/2022,1,UK344097606665,31/05/2022,UK344097606665,12.6,11.4,10.783333333,13.216666667,4.45,16.183333333,3.35,24,24,20.633333333,-1
333,2,27/06/2022,1,UK344097307558,26/06/2022,UK344097307558,6.95,17.05,11.583333333,12.416666667,3.7833333333,19.566666667,0.65,24,24,23.35,-1
359,3,30/05/2022,1,UK344097106639,29/05/2022,UK344097106639,12.183333333,11.816666667,9.9333333333,14.066666667,5.2833333333,17.933333333,0.7833333333,24,24,23.216666667,-1
423,3,24/06/2022,1,UK344097706666,23/06/2022,UK344097706666,12.316666667,11.683333333,7.75,16.25,6.8333333333,15.233333333,1.9333333333,24,24,22.066666667,-1
440,1,01/07/2022,1,UK344097508484,30/06/2022,UK344097508484,10.9,13.1,8.0666666667,15.933333333,6.6166666667,16.5,0.9,24,24,23.116666667,-1
443,1,26/05/2022,1,UK344097708129,25/05/2022,UK344097708129,15.333333333,8.6666666667,9.95,14.05,6.4333333333,16.516666667,1.05,24,24,22.95,-1
447,4,11/06/2022,1,UK344097605461,10/06/2022,UK344097605461,6.8,17.2,9.05,14.95,3.5333333333,15.9,4.5666666667,24,24,19.433333333,-1
450,1,10/06/2022,1,UK344097308517,09/06/2022,UK344097308517,14.333333333,9.6666666667,11.033333333,12.966666667,4.6166666667,18,1.3833333333,24,24,22.616666667,-1
459,3,15/06/2022,1,UK344097706918,14/06/2022,UK344097706918,11.2,12.8,9.4833333333,14.516666667,4.6666666667,14.45,4.9166666667,24,24,19.116666667,-1
462,1,26/05/2022,1,UK344097508470,25/05/2022,UK344097508470,11.216666667,12.783333333,7.0833333333,16.916666667,6.1333333333,14.2,3.6666666667,24,24,20.333333333,-1
463,1,04/06/2022,1,UK344097608191,03/06/2022,UK344097608191,12.883333333,11.116666667,10.083333333,13.916666667,5.7666666667,17.066666667,1.1666666667,24,24,22.833333333,-1
501,2,02/06/2022,1,UK344097407314,01/06/2022,UK344097407314,5.9666666667,18.033333333,7.4833333333,16.516666667,4.1833333333,18.95,0.8666666667,24,24,23.133333333,-1
502,1,23/05/2022,1,UK344097308314,22/05/2022,UK344097308314,12.883333333,11.116666667,8.6,15.4,7.0333333333,15.166666667,1.8,24,24,22.2,-1
514,2,28/05/2022,1,UK344097207382,27/05/2022,UK344097207382,11.233333333,12.766666667,8.7666666667,15.233333333,4.7333333333,14.45,4.8166666667,24,24,19.183333333,-1
524,1,23/05/2022,1,UK344097508288,22/05/2022,UK344097508288,12.066666667,11.933333333,9.4833333333,14.516666667,5.3666666667,17.066666667,1.5666666667,24,24,22.433333333,-1
527,1,27/05/2022,1,UK344097608464,26/05/2022,UK344097608464,11.566666667,12.433333333,10.516666667,13.483333333,4.3833333333,15.683333333,3.9333333333,24,24,20.066666667,-1
