cowid,parity,calving_date,enrolled,GovID,calendardate,animalid,lyingtime,standingtime,rumination,notruminating,inactivity,activity,highactivity,lie_stand,ruminate_nonruminat,active_nonactive,expday
990,3,15/06/2022,1,UK344097406705,19/06/2022,UK344097406705,10.65,13.35,11.216666667,12.783333333,5.8833333333,17.733333333,0.3833333333,24,24,23.616666667,4
1622,3,08/07/2022,1,UK344097106877,12/07/2022,UK344097106877,13.433333333,10.566666667,12.933333333,11.066666667,3.9333333333,19.65,0.4166666667,24,24,23.583333333,4
1794,3,27/06/2022,1,UK344097406824,01/07/2022,UK344097406824,14.133333333,9.8666666667,10.716666667,13.283333333,6.1333333333,17.866666667,0,24,24,24,4
6975,4,14/05/2022,1,DE001501116975,18/05/2022,DE001501116975,9.75,13.25,8.2833333333,14.716666667,5.2333333333,15.65,2.1333333333,23,23,20.883333333,4
7194,2,27/05/2022,1,UK344097307194,31/05/2022,UK344097307194,13.2,10.8,10.266666667,13.733333333,6.4833333333,17.133333333,0.3833333333,24,24,23.616666667,4
8262,4,03/07/2022,1,DE001267448262,07/07/2022,DE001267448262,12.883333333,11.116666667,11.35,12.65,4.8333333333,19.1,0.0666666667,24,24,23.933333333,4
8266,4,26/05/2022,1,DE001267448266,30/05/2022,DE001267448266,13.866666667,10.133333333,11.066666667,12.933333333,4.7166666667,16.95,2.3333333333,24,24,21.666666667,4
8277,1,27/05/2022,1,UK344097108277,31/05/2022,UK344097108277,15.466666667,8.5333333333,11.316666667,12.683333333,7.0833333333,16.8,0.1166666667,24,24,23.883333333,4
8524,1,08/07/2022,1,UK344097308524,12/07/2022,UK344097308524,13.866666667,10.133333333,12.616666667,11.383333333,5.4,18.416666667,0.1833333333,24,24,23.816666667,4
11,4,04/07/2022,1,UK344097506083,09/07/2022,UK344097506083,11.85,12.15,8.3,15.7,5.1666666667,15.4,3.4166666667,24,24,20.566666667,5
40,2,04/07/2022,1,UK344097407685,09/07/2022,UK344097407685,15.9,8.1,10.116666667,13.883333333,6.8166666667,17.133333333,0.05,24,24,23.95,5
50,2,04/06/2022,1,UK344097307516,09/06/2022,UK344097307516,8.6333333333,15.366666667,7.7166666667,16.283333333,5.75,17.116666667,1.1333333333,24,24,22.866666667,5
64,4,29/05/2022,1,UK344097206052,03/06/2022,UK344097206052,11.733333333,12.266666667,9.55,14.45,5.2666666667,13.25,5.5,24,24,18.516666667,5
70,2,23/05/2022,1,UK344097207641,28/05/2022,UK344097207641,11.2,12.8,9.65,14.35,4.75,17.883333333,1.3666666667,24,24,22.633333333,5
81,4,24/06/2022,1,UK344097205940,29/06/2022,UK344097205940,16.916666667,7.0833333333,10.216666667,13.783333333,8.7333333333,14.783333333,0.4833333333,24,24,23.516666667,5
88,1,15/06/2022,1,UK344097608471,20/06/2022,UK344097608471,13.683333333,10.316666667,12.416666667,11.583333333,5.9666666667,17.666666667,0.3666666667,24,24,23.633333333,5
92,3,06/07/2022,1,UK344097607092,11/07/2022,UK344097607092,13.683333333,10.316666667,10.283333333,13.716666667,5.4,17.95,0.65,24,24,23.35,5
93,1,20/05/2022,1,UK344097708451,25/05/2022,UK344097708451,14.95,9.05,10.133333333,13.866666667,5.8833333333,17.783333333,0.3333333333,24,24,23.666666667,5
111,1,05/06/2022,1,UK344097608485,10/06/2022,UK344097608485,10.55,13.45,11.45,12.55,4.6333333333,19.116666667,0.25,24,24,23.75,5
129,1,23/06/2022,1,UK344097108354,28/06/2022,UK344097108354,13.1,10.9,11.8,12.2,5.1,18.283333333,0.6166666667,24,24,23.383333333,5
131,1,10/06/2022,1,UK344097408315,15/06/2022,UK344097408315,9.3,14.7,10.533333333,13.466666667,5.9833333333,17.866666667,0.15,24,24,23.85,5
136,1,19/06/2022,1,UK344097708248,24/06/2022,UK344097708248,10.733333333,13.266666667,10.45,13.55,5.5833333333,18.216666667,0.2,24,24,23.8,5
140,3,14/05/2022,1,UK344097606553,19/05/2022,UK344097606553,18.833333333,5.1666666667,6.3,17.7,14.733333333,9.1833333333,0.0833333333,24,24,23.916666667,5
144,1,14/06/2022,1,UK344097508344,19/06/2022,UK344097508344,14.066666667,9.9333333333,11.4,12.6,5.8166666667,16.333333333,1.85,24,24,22.15,5
153,2,03/07/2022,1,UK344097307803,08/07/2022,UK344097307803,13.216666667,10.783333333,11.6,12.4,5.5833333333,18.316666667,0.1,24,24,23.9,5
154,6,20/06/2022,1,UK344097604558,25/06/2022,UK344097604558,13.2,10.8,9.55,14.45,5.6333333333,17.85,0.5166666667,24,24,23.483333333,5
180,1,01/06/2022,1,UK344097408455,06/06/2022,UK344097408455,15.6,8.4,11.65,12.35,5.9833333333,17.816666667,0.2,24,24,23.8,5
182,1,22/06/2022,1,UK344097308538,27/06/2022,UK344097308538,13.366666667,10.633333333,9.9666666667,14.033333333,7.75,15.5,0.7333333333,24,24,23.25,5
201,1,20/06/2022,1,UK344097408511,25/06/2022,UK344097408511,13.933333333,10.066666667,11.116666667,12.883333333,6.9166666667,16.533333333,0.55,24,24,23.45,5
202,4,16/06/2022,1,UK344097505775,21/06/2022,UK344097505775,14,10,11.583333333,12.416666667,6.05,17.783333333,0.1666666667,24,24,23.833333333,5
243,1,24/05/2022,1,UK344097408287,29/05/2022,UK344097408287,16.05,7.95,9.9166666667,14.083333333,8.6,15.2,0.2,24,24,23.8,5
268,2,28/05/2022,1,UK344097207200,02/06/2022,UK344097207200,12.55,11.45,8.9,15.1,6.8,16.983333333,0.2166666667,24,24,23.783333333,5
270,1,06/06/2022,1,UK344097508295,11/06/2022,UK344097508295,14.783333333,9.2166666667,12.266666667,11.733333333,6.1666666667,17.833333333,0,24,24,24,5
295,5,24/06/2022,1,UK344097105169,29/06/2022,UK344097105169,12.95,11.05,10.733333333,13.266666667,7.65,15.65,0.7,24,24,23.3,5
331,3,01/06/2022,1,UK344097606665,06/06/2022,UK344097606665,14.15,9.85,11.266666667,12.733333333,5.0666666667,18.233333333,0.7,24,24,23.3,5
333,2,27/06/2022,1,UK344097307558,02/07/2022,UK344097307558,10.333333333,13.666666667,11.466666667,12.533333333,5.45,18.183333333,0.3666666667,24,24,23.633333333,5
359,3,30/05/2022,1,UK344097106639,04/06/2022,UK344097106639,10.433333333,13.566666667,10.016666667,13.983333333,3.6,20.283333333,0.1166666667,24,24,23.883333333,5
423,3,24/06/2022,1,UK344097706666,29/06/2022,UK344097706666,10.333333333,13.666666667,12.116666667,11.883333333,4.2333333333,18.65,1.1166666667,24,24,22.883333333,5
440,1,01/07/2022,1,UK344097508484,06/07/2022,UK344097508484,15.6,8.4,10.1,13.9,8.6166666667,15.183333333,0.2,24,24,23.8,5
443,1,26/05/2022,1,UK344097708129,31/05/2022,UK344097708129,13.25,10.75,11.6,12.4,4.7,18.566666667,0.7333333333,24,24,23.266666667,5
447,4,11/06/2022,1,UK344097605461,16/06/2022,UK344097605461,12.05,11.95,9.9,14.1,6.6166666667,16.5,0.8833333333,24,24,23.116666667,5
450,1,10/06/2022,1,UK344097308517,15/06/2022,UK344097308517,14.15,9.85,9.55,14.45,5.8333333333,18.083333333,0.0833333333,24,24,23.916666667,5
459,3,15/06/2022,1,UK344097706918,20/06/2022,UK344097706918,9.1,14.9,9.9,14.1,3.2166666667,19.366666667,1.4166666667,24,24,22.583333333,5
462,1,26/05/2022,1,UK344097508470,31/05/2022,UK344097508470,14.833333333,9.1666666667,7.6333333333,16.366666667,8.75,14.966666667,0.2833333333,24,24,23.716666667,5
463,1,04/06/2022,1,UK344097608191,09/06/2022,UK344097608191,16.6,7.4,11.233333333,12.766666667,7.75,16.116666667,0.1333333333,24,24,23.866666667,5
501,2,02/06/2022,1,UK344097407314,07/06/2022,UK344097407314,12.2,11.8,7.7666666667,16.233333333,8.2333333333,15.766666667,0,24,24,24,5
502,1,23/05/2022,1,UK344097308314,28/05/2022,UK344097308314,12.3,11.7,8.9166666667,15.083333333,6.2333333333,17.516666667,0.25,24,24,23.75,5
514,2,28/05/2022,1,UK344097207382,02/06/2022,UK344097207382,12.366666667,11.633333333,10.033333333,13.966666667,4.95,18.65,0.4,24,24,23.6,5
521,2,14/05/2022,1,UK344097707415,19/05/2022,UK344097707415,13.9,10.1,6.35,17.65,8.3833333333,15.566666667,0.05,24,24,23.95,5
524,1,23/05/2022,1,UK344097508288,28/05/2022,UK344097508288,12.816666667,11.183333333,10.833333333,13.166666667,5.4166666667,18.166666667,0.4166666667,24,24,23.583333333,5
527,1,27/05/2022,1,UK344097608464,01/06/2022,UK344097608464,12.95,11.05,8.2666666667,15.733333333,6.2833333333,15.116666667,2.5833333333,24,24,21.4,5
532,1,23/05/2022,1,UK344097408483,28/05/2022,UK344097408483,10.9,13.1,12.366666667,11.633333333,5.8666666667,17.716666667,0.4166666667,24,24,23.583333333,5
542,8,24/06/2022,1,UK344097403338,29/06/2022,UK344097403338,14.716666667,9.2833333333,9.3,14.7,7.4333333333,15.533333333,1.0333333333,24,24,22.966666667,5
561,1,30/06/2022,1,UK344097108340,05/07/2022,UK344097108340,9.5,14.5,13.983333333,10.016666667,3.65,20.15,0.2,24,24,23.8,5
570,1,27/05/2022,1,UK344097508302,01/06/2022,UK344097508302,18.033333333,5.9666666667,5.7,18.3,14.416666667,9.5833333333,0,24,24,24,5
575,1,10/06/2022,1,UK344097108361,15/06/2022,UK344097108361,12.683333333,11.316666667,13.083333333,10.916666667,4.5833333333,19.166666667,0.25,24,24,23.75,5
590,2,16/06/2022,1,UK344097707296,21/06/2022,UK344097707296,13.766666667,10.233333333,8.2666666667,15.733333333,7.3166666667,15.95,0.7333333333,24,24,23.266666667,5
593,3,23/06/2022,1,UK344097406985,28/06/2022,UK344097406985,9.0666666667,14.933333333,10.316666667,13.683333333,5.2333333333,18.4,0.3666666667,24,24,23.633333333,5
610,1,05/06/2022,1,UK344097707912,10/06/2022,UK344097707912,7.7166666667,16.283333333,12.866666667,11.133333333,5.0833333333,17.216666667,1.7,24,24,22.3,5
613,4,02/06/2022,1,UK344097406047,07/06/2022,UK344097406047,17.816666667,6.1833333333,6.7666666667,17.233333333,12.633333333,11.3,0.0666666667,24,24,23.933333333,5
654,5,30/06/2022,1,DE001265359399,05/07/2022,DE001265359399,13.666666667,10.333333333,6.7833333333,17.216666667,9.1166666667,14.25,0.6333333333,24,24,23.366666667,5
690,3,09/06/2022,1,UK344097106436,14/06/2022,UK344097106436,11.7,12.3,9.4166666667,14.583333333,5.05,17.55,1.4,24,24,22.6,5
704,2,03/06/2022,1,UK344097107374,08/06/2022,UK344097107374,6.8166666667,17.183333333,10.45,13.55,3.3666666667,14.466666667,6.1666666667,24,24,17.833333333,5
730,3,02/06/2022,1,UK344097306858,07/06/2022,UK344097306858,19.9,4.1,5.1166666667,18.883333333,17.016666667,6.9833333333,0,24,24,24,5
758,4,27/06/2022,1,UK344097405669,02/07/2022,UK344097405669,17.45,6.55,8.6833333333,15.316666667,10.683333333,13.316666667,0,24,24,24,5
776,2,07/06/2022,1,UK344097607687,12/06/2022,UK344097607687,14.833333333,9.1666666667,9.7,14.3,8.4333333333,15.483333333,0.0833333333,24,24,23.916666667,5
791,2,05/06/2022,1,UK344097507511,10/06/2022,UK344097507511,14.466666667,9.5333333333,11.333333333,12.666666667,6.4666666667,17.45,0.0833333333,24,24,23.916666667,5
820,3,16/05/2022,1,UK344097206332,21/05/2022,UK344097206332,9.3166666667,14.683333333,11.116666667,12.883333333,5.8666666667,18.016666667,0.1166666667,24,24,23.883333333,5
822,2,01/07/2022,1,UK344097707695,06/07/2022,UK344097707695,13.233333333,10.766666667,10.166666667,13.833333333,4.8833333333,16.683333333,2.4333333333,24,24,21.566666667,5
857,2,14/05/2022,1,UK344097407566,19/05/2022,UK344097407566,6.3,9.7,5.25,10.75,2.6666666667,10.966666667,2.3666666667,16,16,13.633333333,5
871,1,09/06/2022,1,UK344097408175,14/06/2022,UK344097408175,14.533333333,9.4666666667,13.016666667,10.983333333,5.75,17.833333333,0.4166666667,24,24,23.583333333,5
882,1,28/06/2022,1,UK344097508218,03/07/2022,UK344097508218,12.05,11.95,10.25,13.75,4.7166666667,17.633333333,1.6666666667,24,24,22.35,5
898,2,06/07/2022,1,UK344097707646,11/07/2022,UK344097707646,13.25,10.75,10.583333333,13.416666667,5.3666666667,18.616666667,0.0166666667,24,24,23.983333333,5
913,1,01/06/2022,1,UK344097408168,06/06/2022,UK344097408168,12.45,11.55,10.35,13.65,5.3,16.35,2.35,24,24,21.65,5
919,2,24/05/2022,1,UK344097307656,29/05/2022,UK344097307656,14.016666667,9.9833333333,9.1166666667,14.883333333,6.5833333333,15.483333333,1.9166666667,24,24,22.066666667,5
931,2,12/06/2022,1,UK344097107542,17/06/2022,UK344097107542,11.883333333,12.116666667,10.5,13.5,4.1666666667,19.416666667,0.4166666667,24,24,23.583333333,5
952,3,18/05/2022,1,UK344097206787,23/05/2022,UK344097206787,15.5,8.5,9.8833333333,14.116666667,8.55,15.333333333,0.1166666667,24,24,23.883333333,5
957,1,10/06/2022,1,UK344097208285,15/06/2022,UK344097208285,11.866666667,12.133333333,12.866666667,11.133333333,6.3666666667,16.983333333,0.65,24,24,23.35,5
962,2,17/05/2022,1,UK344097607596,22/05/2022,UK344097607596,16.466666667,7.5333333333,6.6333333333,17.366666667,10.733333333,13.033333333,0.2333333333,24,24,23.766666667,5
969,3,05/06/2022,1,UK344097306746,10/06/2022,UK344097306746,12.316666667,11.683333333,7.0666666667,16.933333333,7.2333333333,15.716666667,1.05,24,24,22.95,5
977,2,13/06/2022,1,UK344097607491,18/06/2022,UK344097607491,10.666666667,13.333333333,9.55,14.45,4.3666666667,17.1,2.55,24,24,21.466666667,5
990,3,15/06/2022,1,UK344097406705,20/06/2022,UK344097406705,9.65,14.35,11.466666667,12.533333333,4.8833333333,18.833333333,0.2833333333,24,24,23.716666667,5
1622,3,08/07/2022,1,UK344097106877,13/07/2022,UK344097106877,14.466666667,9.5333333333,11.516666667,12.483333333,5.85,17.8,0.35,24,24,23.65,5
1794,3,27/06/2022,1,UK344097406824,02/07/2022,UK344097406824,14.483333333,9.5166666667,12.183333333,11.816666667,6.1833333333,17.733333333,0.0833333333,24,24,23.916666667,5
6975,4,14/05/2022,1,DE001501116975,19/05/2022,DE001501116975,11.816666667,12.183333333,7.2166666667,16.783333333,7.3666666667,13.716666667,2.9166666667,24,24,21.083333333,5
7194,2,27/05/2022,1,UK344097307194,01/06/2022,UK344097307194,12.216666667,11.783333333,9.4333333333,14.566666667,6.3833333333,16.916666667,0.6833333333,24,24,23.3,5
8262,4,03/07/2022,1,DE001267448262,08/07/2022,DE001267448262,11.283333333,12.716666667,9.9666666667,14.033333333,5.4833333333,18.4,0.1166666667,24,24,23.883333333,5
8266,4,26/05/2022,1,DE001267448266,31/05/2022,DE001267448266,13.983333333,10.016666667,10.15,13.85,4.8833333333,15.816666667,3.3166666667,24,24,20.7,5
8277,1,27/05/2022,1,UK344097108277,01/06/2022,UK344097108277,15.35,8.65,10.383333333,13.616666667,7.85,15.25,0.9166666667,24,24,23.1,5
8524,1,08/07/2022,1,UK344097308524,13/07/2022,UK344097308524,13.416666667,10.583333333,12.85,11.15,4.2833333333,19.333333333,0.3833333333,24,24,23.616666667,5
11,4,04/07/2022,1,UK344097506083,10/07/2022,UK344097506083,11.9,12.1,9.1166666667,14.883333333,4.45,16.75,2.8,24,24,21.2,6
40,2,04/07/2022,1,UK344097407685,10/07/2022,UK344097407685,14.6,9.4,11.2,12.8,4.75,19.15,0.1,24,24,23.9,6
50,2,04/06/2022,1,UK344097307516,10/06/2022,UK344097307516,8.4166666667,15.583333333,8.5166666667,15.483333333,4.7166666667,17.816666667,1.4666666667,24,24,22.533333333,6
64,4,29/05/2022,1,UK344097206052,04/06/2022,UK344097206052,10.916666667,13.083333333,8.5333333333,15.466666667,5.8833333333,13.716666667,4.4,24,24,19.6,6
70,2,23/05/2022,1,UK344097207641,29/05/2022,UK344097207641,12.833333333,11.166666667,10.083333333,13.916666667,4.6333333333,18.216666667,1.15,24,24,22.85,6
81,4,24/06/2022,1,UK344097205940,30/06/2022,UK344097205940,16.616666667,7.3833333333,8.9333333333,15.066666667,9.7166666667,13.75,0.5333333333,24,24,23.466666667,6
88,1,15/06/2022,1,UK344097608471,21/06/2022,UK344097608471,14.95,9.05,14.05,9.95,6.7,17.066666667,0.2333333333,24,24,23.766666667,6
92,3,06/07/2022,1,UK344097607092,12/07/2022,UK344097607092,12.616666667,11.383333333,10.183333333,13.816666667,5.45,17.766666667,0.7833333333,24,24,23.216666667,6
93,1,20/05/2022,1,UK344097708451,26/05/2022,UK344097708451,14.366666667,9.6333333333,9.5833333333,14.416666667,6.25,17.283333333,0.4666666667,24,24,23.533333333,6
111,1,05/06/2022,1,UK344097608485,11/06/2022,UK344097608485,13.15,10.85,12.333333333,11.666666667,3.7333333333,19.616666667,0.65,24,24,23.35,6
129,1,23/06/2022,1,UK344097108354,29/06/2022,UK344097108354,13.583333333,10.416666667,10.116666667,13.883333333,6.4833333333,16.95,0.5666666667,24,24,23.433333333,6
131,1,10/06/2022,1,UK344097408315,16/06/2022,UK344097408315,5.9666666667,18.033333333,11.266666667,12.733333333,4.0833333333,19.916666667,0,24,24,24,6
136,1,19/06/2022,1,UK344097708248,25/06/2022,UK344097708248,13.433333333,10.566666667,11.25,12.75,6.1166666667,17.733333333,0.15,24,24,23.85,6
140,3,14/05/2022,1,UK344097606553,20/05/2022,UK344097606553,18.633333333,5.3666666667,7,17,13.983333333,9.9666666667,0.05,24,24,23.95,6
144,1,14/06/2022,1,UK344097508344,20/06/2022,UK344097508344,13.95,10.05,11.383333333,12.616666667,6.7333333333,16.166666667,1.1,24,24,22.9,6
153,2,03/07/2022,1,UK344097307803,09/07/2022,UK344097307803,11.633333333,12.366666667,10.133333333,13.866666667,5.5666666667,18.133333333,0.3,24,24,23.7,6
154,6,20/06/2022,1,UK344097604558,26/06/2022,UK344097604558,13.55,10.45,10.283333333,13.716666667,6.4,17.25,0.35,24,24,23.65,6
180,1,01/06/2022,1,UK344097408455,07/06/2022,UK344097408455,14.083333333,9.9166666667,11.566666667,12.433333333,6.2666666667,17.516666667,0.2166666667,24,24,23.783333333,6
182,1,22/06/2022,1,UK344097308538,28/06/2022,UK344097308538,15.166666667,8.8333333333,10.333333333,13.666666667,7.3166666667,16.266666667,0.4166666667,24,24,23.583333333,6
201,1,20/06/2022,1,UK344097408511,26/06/2022,UK344097408511,12.816666667,11.183333333,11.55,12.45,6.4666666667,16.316666667,1.2166666667,24,24,22.783333333,6
202,4,16/06/2022,1,UK344097505775,22/06/2022,UK344097505775,14.95,9.05,10.916666667,13.083333333,7.4333333333,16.466666667,0.1,24,24,23.9,6
243,1,24/05/2022,1,UK344097408287,30/05/2022,UK344097408287,15.816666667,8.1833333333,10.366666667,13.633333333,7.65,16.033333333,0.3166666667,24,24,23.683333333,6
268,2,28/05/2022,1,UK344097207200,03/06/2022,UK344097207200,13.15,10.85,8.7333333333,15.266666667,6.1,17.55,0.35,24,24,23.65,6
270,1,06/06/2022,1,UK344097508295,12/06/2022,UK344097508295,15.85,8.15,12.516666667,11.483333333,6.1,17.683333333,0.2166666667,24,24,23.783333333,6
295,5,24/06/2022,1,UK344097105169,30/06/2022,UK344097105169,14.483333333,9.5166666667,12.1,11.9,6.4666666667,17.25,0.2833333333,24,24,23.716666667,6
331,3,01/06/2022,1,UK344097606665,07/06/2022,UK344097606665,12.616666667,11.383333333,10.333333333,13.666666667,3.95,19.233333333,0.8166666667,24,24,23.183333333,6
333,2,27/06/2022,1,UK344097307558,03/07/2022,UK344097307558,10.616666667,13.383333333,11.666666667,12.333333333,5.4833333333,18.366666667,0.15,24,24,23.85,6
359,3,30/05/2022,1,UK344097106639,05/06/2022,UK344097106639,12.483333333,11.516666667,10.433333333,13.566666667,5.45,18.166666667,0.3833333333,24,24,23.616666667,6
423,3,24/06/2022,1,UK344097706666,30/06/2022,UK344097706666,10.933333333,12.066666667,9.15,13.85,5.6,15.383333333,2.0166666667,23,23,20.983333333,6
440,1,01/07/2022,1,UK344097508484,07/07/2022,UK344097508484,15.966666667,8.0333333333,4.6833333333,19.316666667,13.85,10.033333333,0.1166666667,24,24,23.883333333,6
443,1,26/05/2022,1,UK344097708129,01/06/2022,UK344097708129,14.466666667,9.5333333333,11.916666667,12.083333333,5.8,17.516666667,0.6833333333,24,24,23.316666667,6
447,4,11/06/2022,1,UK344097605461,17/06/2022,UK344097605461,14.183333333,9.8166666667,10.916666667,13.083333333,6,17.766666667,0.2333333333,24,24,23.766666667,6
450,1,10/06/2022,1,UK344097308517,16/06/2022,UK344097308517,15.483333333,8.5166666667,11.166666667,12.833333333,5.5666666667,18.4,0.0333333333,24,24,23.966666667,6
459,3,15/06/2022,1,UK344097706918,21/06/2022,UK344097706918,11.783333333,12.216666667,10.316666667,13.683333333,3.6833333333,19.7,0.6166666667,24,24,23.383333333,6
462,1,26/05/2022,1,UK344097508470,01/06/2022,UK344097508470,15.116666667,8.8833333333,8.5,15.5,7.8833333333,15.633333333,0.4833333333,24,24,23.516666667,6
463,1,04/06/2022,1,UK344097608191,10/06/2022,UK344097608191,14.75,9.25,11.05,12.95,6.4,17.333333333,0.2666666667,24,24,23.733333333,6
501,2,02/06/2022,1,UK344097407314,08/06/2022,UK344097407314,11.233333333,12.766666667,9.55,14.45,7.15,16.85,0,24,24,24,6
502,1,23/05/2022,1,UK344097308314,29/05/2022,UK344097308314,14,10,10.933333333,13.066666667,5.7333333333,17.933333333,0.3333333333,24,24,23.666666667,6
514,2,28/05/2022,1,UK344097207382,03/06/2022,UK344097207382,13.5,10.5,10.683333333,13.316666667,5.0333333333,18.166666667,0.8,24,24,23.2,6
521,2,14/05/2022,1,UK344097707415,20/05/2022,UK344097707415,15.616666667,8.3833333333,7.0833333333,16.916666667,10.383333333,13.316666667,0.3,24,24,23.7,6
524,1,23/05/2022,1,UK344097508288,29/05/2022,UK344097508288,13.25,10.75,10.566666667,13.433333333,4.1333333333,19.2,0.6666666667,24,24,23.333333333,6
527,1,27/05/2022,1,UK344097608464,02/06/2022,UK344097608464,12.533333333,11.466666667,8,16,7.0666666667,15.916666667,1.0166666667,24,24,22.983333333,6
532,1,23/05/2022,1,UK344097408483,29/05/2022,UK344097408483,13.3,10.7,13.2,10.8,5.7666666667,17.833333333,0.4,24,24,23.6,6
542,8,24/06/2022,1,UK344097403338,30/06/2022,UK344097403338,15.666666667,8.3333333333,9.55,14.45,7.7833333333,15.15,1.0666666667,24,24,22.933333333,6
561,1,30/06/2022,1,UK344097108340,06/07/2022,UK344097108340,10.383333333,13.616666667,12.5,11.5,4.2333333333,18.65,1.1166666667,24,24,22.883333333,6
570,1,27/05/2022,1,UK344097508302,02/06/2022,UK344097508302,17.183333333,6.8166666667,8.6,15.4,10.633333333,13.3,0.0666666667,24,24,23.933333333,6
575,1,10/06/2022,1,UK344097108361,16/06/2022,UK344097108361,10.333333333,13.666666667,12.466666667,11.533333333,3.65,20.216666667,0.1333333333,24,24,23.866666667,6
590,2,16/06/2022,1,UK344097707296,22/06/2022,UK344097707296,13.283333333,10.716666667,9.6333333333,14.366666667,5.9833333333,17.4,0.6166666667,24,24,23.383333333,6
593,3,23/06/2022,1,UK344097406985,29/06/2022,UK344097406985,12.45,11.55,7.5666666667,16.433333333,9.85,13.933333333,0.2166666667,24,24,23.783333333,6
610,1,05/06/2022,1,UK344097707912,11/06/2022,UK344097707912,7.9166666667,16.083333333,11.7,12.3,5.1166666667,18.216666667,0.6666666667,24,24,23.333333333,6
613,4,02/06/2022,1,UK344097406047,08/06/2022,UK344097406047,13.616666667,10.383333333,7.6833333333,16.316666667,10.15,13.85,0,24,24,24,6
654,5,30/06/2022,1,DE001265359399,06/07/2022,DE001265359399,18.066666667,5.9333333333,7.6333333333,16.366666667,11.583333333,12.233333333,0.1833333333,24,24,23.816666667,6
690,3,09/06/2022,1,UK344097106436,15/06/2022,UK344097106436,13,11,11.05,12.95,5.2833333333,18.1,0.6166666667,24,24,23.383333333,6
704,2,03/06/2022,1,UK344097107374,09/06/2022,UK344097107374,7.6833333333,16.316666667,10.383333333,13.616666667,4.4166666667,13.433333333,6.1833333333,24,24,17.85,6
730,3,02/06/2022,1,UK344097306858,08/06/2022,UK344097306858,17.766666667,6.2333333333,7.7333333333,16.266666667,14.283333333,9.7166666667,0,24,24,24,6
750,2,12/05/2022,1,UK344097307397,18/05/2022,UK344097307397,16.566666667,6.4333333333,6.7166666667,16.283333333,10.533333333,12.266666667,0.2,23,23,22.8,6
758,4,27/06/2022,1,UK344097405669,03/07/2022,UK344097405669,16.383333333,7.6166666667,8.6666666667,15.333333333,10.666666667,13.283333333,0.05,24,24,23.95,6
776,2,07/06/2022,1,UK344097607687,13/06/2022,UK344097607687,14.75,9.25,9.9833333333,14.016666667,7.0333333333,16.9,0.0666666667,24,24,23.933333333,6
791,2,05/06/2022,1,UK344097507511,11/06/2022,UK344097507511,14.983333333,9.0166666667,12.766666667,11.233333333,5.0333333333,18.85,0.1166666667,24,24,23.883333333,6
820,3,16/05/2022,1,UK344097206332,22/05/2022,UK344097206332,12.983333333,11.016666667,10.85,13.15,8.4333333333,15.4,0.1666666667,24,24,23.833333333,6
822,2,01/07/2022,1,UK344097707695,07/07/2022,UK344097707695,12.033333333,11.966666667,9.0333333333,14.966666667,4.5833333333,16.583333333,2.8166666667,24,24,21.166666667,6
857,2,14/05/2022,1,UK344097407566,20/05/2022,UK344097407566,2,2,2.3,1.7,0.1333333333,3.35,0.5166666667,4,4,3.4833333333,6
871,1,09/06/2022,1,UK344097408175,15/06/2022,UK344097408175,14.383333333,9.6166666667,12.75,11.25,5.7833333333,17.983333333,0.2333333333,24,24,23.766666667,6
882,1,28/06/2022,1,UK344097508218,04/07/2022,UK344097508218,11.883333333,12.116666667,9.9,14.1,4.6333333333,16.866666667,2.4833333333,24,24,21.5,6
898,2,06/07/2022,1,UK344097707646,12/07/2022,UK344097707646,14.4,9.6,11.8,12.2,5.8333333333,18.166666667,0,24,24,24,6
913,1,01/06/2022,1,UK344097408168,07/06/2022,UK344097408168,11.2,12.8,10.3,13.7,5.4333333333,15.933333333,2.6333333333,24,24,21.366666667,6
919,2,24/05/2022,1,UK344097307656,30/05/2022,UK344097307656,14.166666667,9.8333333333,9.3333333333,14.666666667,5.6,15.866666667,2.5333333333,24,24,21.466666667,6
931,2,12/06/2022,1,UK344097107542,18/06/2022,UK344097107542,12.866666667,11.133333333,11.183333333,12.816666667,5.4,18.333333333,0.2666666667,24,24,23.733333333,6
952,3,18/05/2022,1,UK344097206787,24/05/2022,UK344097206787,15.35,8.65,8.6333333333,15.366666667,8.7333333333,14.9,0.3666666667,24,24,23.633333333,6
957,1,10/06/2022,1,UK344097208285,16/06/2022,UK344097208285,11.4,12.6,11.816666667,12.183333333,6.0666666667,17.233333333,0.7,24,24,23.3,6
962,2,17/05/2022,1,UK344097607596,23/05/2022,UK344097607596,16.066666667,7.9333333333,6.6666666667,17.333333333,10.7,13.2,0.1,24,24,23.9,6
969,3,05/06/2022,1,UK344097306746,11/06/2022,UK344097306746,12.483333333,11.516666667,7.8833333333,16.116666667,6.4833333333,16.55,0.9666666667,24,24,23.033333333,6
977,2,13/06/2022,1,UK344097607491,19/06/2022,UK344097607491,11.366666667,12.633333333,9.3166666667,14.683333333,5.35,15.416666667,3.25,24,24,20.766666667,6
990,3,15/06/2022,1,UK344097406705,21/06/2022,UK344097406705,9.8333333333,14.166666667,10.416666667,13.583333333,5.3,17.65,1.05,24,24,22.95,6
1622,3,08/07/2022,1,UK344097106877,14/07/2022,UK344097106877,14.483333333,9.5166666667,10.75,13.25,7,16.55,0.45,24,24,23.55,6
